year,indicator,donor_code,donor_name,prices,currency,purpose_name,value
2015,crs_bilateral_flow_disbursement_gross,84,Lithuania,constant,USD,Unallocated/ Unspecificed,0.6503063898776353
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Agriculture and Forestry & Fishing,6.287874703968695
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Banking & Financial Services and Business,5.030299082952707
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Energy,5.157477969443623
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Environment Protection,2.129024216082121
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Government,0.6287872436561198
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Humanitarian,6.771965070814255
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,"Industry, Mining, Construction",0.6287872436561198
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Multi-sector,3.2376277634524864
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,"Social infrastructure, protection and services",6.287874703968695
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Transport & Storage and communications,2.1582125527873726
2015,crs_bilateral_flow_disbursement_gross,104,Nordic Development Fund,constant,USD,Water Supply & Sanitation,6.107750718725663
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Administrative Costs of Donors,235.71644219831683
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Agriculture and Forestry & Fishing,199.92696096677025
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Banking & Financial Services and Business,72.88987893885543
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Civil society,109.77446412140883
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Conflict Peace and Security,115.32095119083664
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Education,292.4426583780244
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Energy,16.274063721220426
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Environment Protection,16.24467394629937
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,General Budget Support,43.08405886185068
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Government,124.84923335340491
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Health,503.8770638493215
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Humanitarian,797.4970311772151
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,"Industry, Mining, Construction",60.29983770194866
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Multi-sector,525.0323503451423
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Other,17.391846545242014
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Refugees in Donor Countries,252.00348640346073
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,"Social infrastructure, protection and services",32.51297802885974
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Trade Policies & Regulations,24.07537123728503
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Transport & Storage and communications,32.047920335631225
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Unallocated/ Unspecificed,20.62286067077949
2015,crs_bilateral_flow_disbursement_gross,301,Canada,constant,USD,Water Supply & Sanitation,74.80666254839093
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Action Relating to Debt,12.68596265273895
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Administrative Costs of Donors,2407.3665642901806
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Agriculture and Forestry & Fishing,1582.9281405059496
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Banking & Financial Services and Business,387.3447597192408
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Civil society,651.6331662928336
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Conflict Peace and Security,737.7631669218858
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Education,1098.8680284578747
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Energy,487.0591718085737
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Environment Protection,738.4121208138768
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,General Budget Support,327.5248774043689
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Government,2365.776977725156
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Health,8516.360704496288
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Humanitarian,6975.877859242135
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,"Industry, Mining, Construction",89.39262863179022
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Multi-sector,838.1672049536203
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Other,835.3911572241464
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Refugees in Donor Countries,1565.1037759637234
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,"Social infrastructure, protection and services",387.7040497507998
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Trade Policies & Regulations,222.16282636827643
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Transport & Storage and communications,452.57943056789935
2015,crs_bilateral_flow_disbursement_gross,302,United States,constant,USD,Water Supply & Sanitation,440.13037270000854
2015,crs_bilateral_flow_disbursement_gross,546,Israel,constant,USD,Humanitarian,0.1403815363414042
2015,crs_bilateral_flow_disbursement_gross,546,Israel,constant,USD,Unallocated/ Unspecificed,271.6542418584739
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Agriculture and Forestry & Fishing,25.324057588184356
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Education,35.48266365208766
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Energy,268.6322319307071
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Environment Protection,2.3173272400552807
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Government,2.632760195485856
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Health,0.346528226937053
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Humanitarian,5.264225746614995
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,"Industry, Mining, Construction",1.5758860040930034
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Multi-sector,162.98155030895578
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Other,1.6515274711799073
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,"Social infrastructure, protection and services",2.9099319888856034
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Transport & Storage and communications,162.14133859175095
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Unallocated/ Unspecificed,0.034575620171207536
2015,crs_bilateral_flow_disbursement_gross,552,Kuwait,constant,USD,Water Supply & Sanitation,44.85775253843538
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Administrative Costs of Donors,4.906996864613972
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Agriculture and Forestry & Fishing,21.571473103372373
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Civil society,0.5951056117470632
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Education,67.8458941969698
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Energy,83.49366649664351
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,General Budget Support,25.008595157488212
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Government,0.45399844617736584
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Health,114.21817317224134
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Humanitarian,269.23488661143085
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Multi-sector,3.318812872796215
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Other,3.393827423657844
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,"Social infrastructure, protection and services",3.6980121642833854
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Transport & Storage and communications,149.79853712669873
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Unallocated/ Unspecificed,148.0221649008923
2015,crs_bilateral_flow_disbursement_gross,566,Saudi Arabia,constant,USD,Water Supply & Sanitation,112.65869355442715
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Administrative Costs of Donors,17.369761526849594
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Agriculture and Forestry & Fishing,259.31594053084024
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Civil society,1.4825106301128177
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Education,124.3070736340768
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Energy,281.1429007014694
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Environment Protection,8.6413883085883
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,General Budget Support,2622.2965374283212
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Government,133.72998047048262
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Health,144.88517133739472
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Humanitarian,579.4479448274724
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,"Industry, Mining, Construction",85.00682913561528
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Multi-sector,247.6310009189141
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Other,4.0170184288316255
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,"Social infrastructure, protection and services",32.96877493529528
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Trade Policies & Regulations,1.92722890229361
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Transport & Storage and communications,418.4107791590328
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Unallocated/ Unspecificed,3.2146744922287502
2015,crs_bilateral_flow_disbursement_gross,576,United Arab Emirates,constant,USD,Water Supply & Sanitation,91.99534204645613
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Banking & Financial Services and Business,0.1953235155833972
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Civil society,0.050361892209112545
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Conflict Peace and Security,1.3643295528319932
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Education,3.2037062924465793
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Energy,0.34413166111384785
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Environment Protection,0.14399687525907767
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Government,10.199312539311926
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Humanitarian,15.94485463496227
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,"Industry, Mining, Construction",0.015871296842417965
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,"Social infrastructure, protection and services",2.3695234007137524
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Transport & Storage and communications,0.20654565611504688
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Unallocated/ Unspecificed,4.52680561707415
2015,crs_bilateral_flow_disbursement_gross,613,Kazakhstan,constant,USD,Water Supply & Sanitation,0.008300688248584596
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Action Relating to Debt,43.31734747565867
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Administrative Costs of Donors,671.7933093438189
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Agriculture and Forestry & Fishing,599.3096342089411
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Banking & Financial Services and Business,77.60079367944752
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Civil society,38.63301328134851
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Conflict Peace and Security,78.54740010112204
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Education,477.31850079514277
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Energy,1712.9804825032404
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Environment Protection,258.9404042613977
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,General Budget Support,220.6601543530884
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Government,314.69891116190405
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Health,432.61809536487937
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Humanitarian,1210.7926566899846
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,"Industry, Mining, Construction",597.4064220843287
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Multi-sector,1183.675764078613
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Other,357.00809410580956
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Refugees in Donor Countries,0.2426465526133137
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,"Social infrastructure, protection and services",115.30509768236506
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Trade Policies & Regulations,101.70680793252706
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Transport & Storage and communications,3524.8488899127356
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Unallocated/ Unspecificed,39.11698896261539
2015,crs_bilateral_flow_disbursement_gross,701,Japan,constant,USD,Water Supply & Sanitation,1297.7093238002474
2015,crs_bilateral_flow_disbursement_gross,732,Chinese Taipei,constant,USD,Education,0.7595549203157169
2015,crs_bilateral_flow_disbursement_gross,732,Chinese Taipei,constant,USD,"Social infrastructure, protection and services",7.618222484360622
2015,crs_bilateral_flow_disbursement_gross,732,Chinese Taipei,constant,USD,Unallocated/ Unspecificed,246.74198269659072
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Administrative Costs of Donors,69.92517272242682
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Agriculture and Forestry & Fishing,119.47330377324622
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Banking & Financial Services and Business,5.535905449224755
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Civil society,18.434205456847398
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Conflict Peace and Security,21.186048656228504
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Education,249.83035586556412
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Energy,184.00884859272892
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Environment Protection,20.836633208959167
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Government,77.91636201308424
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Health,181.81343045789845
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Humanitarian,55.0601808698669
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,"Industry, Mining, Construction",31.85509202792771
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Multi-sector,62.807352622269505
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Other,2.1266091206198148
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,"Social infrastructure, protection and services",38.27555744563913
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Trade Policies & Regulations,9.048113322378008
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Transport & Storage and communications,286.00562694422933
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Unallocated/ Unspecificed,74.68650402116005
2015,crs_bilateral_flow_disbursement_gross,742,Korea,constant,USD,Water Supply & Sanitation,146.86597446892787
2015,crs_bilateral_flow_disbursement_gross,764,Thailand,constant,USD,Unallocated/ Unspecificed,80.24709749974588
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Action Relating to Debt,9.168735941661685
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Administrative Costs of Donors,212.85901202977877
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Agriculture and Forestry & Fishing,106.13070005986734
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Banking & Financial Services and Business,74.59867939622053
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Civil society,171.62205367545369
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Conflict Peace and Security,41.249689614621474
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Education,391.545192698186
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Energy,14.144692023733333
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Environment Protection,25.132171217286956
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Government,389.04394094160557
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Health,296.8520300436609
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Humanitarian,280.2757459710722
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,"Industry, Mining, Construction",33.37644247891434
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Multi-sector,744.8264199564542
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Other,26.933843566896403
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,"Social infrastructure, protection and services",63.46686835982527
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Trade Policies & Regulations,42.610335280082325
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Transport & Storage and communications,186.79760675319682
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Unallocated/ Unspecificed,16.138872582616287
2015,crs_bilateral_flow_disbursement_gross,801,Australia,constant,USD,Water Supply & Sanitation,109.09435616878935
2015,crs_bilateral_flow_disbursement_gross,807,UNEP,constant,USD,Administrative Costs of Donors,17.967707922542868
2015,crs_bilateral_flow_disbursement_gross,807,UNEP,constant,USD,Environment Protection,117.62019938107713
2015,crs_bilateral_flow_disbursement_gross,807,UNEP,constant,USD,Humanitarian,6.323833519459147
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Agriculture and Forestry & Fishing,126.2329580943982
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Energy,46.710271180236056
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Environment Protection,663.8304561916182
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Government,1.0203333735231315
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Health,0.8502778112692762
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Humanitarian,4.581568936018466
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,"Industry, Mining, Construction",8.175515252765203
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Multi-sector,6.811436100517122
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,"Social infrastructure, protection and services",3.8092445944863567
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Trade Policies & Regulations,0.2937324378660907
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Transport & Storage and communications,2.859921888945442
2015,crs_bilateral_flow_disbursement_gross,811,Global Environment Facility,constant,USD,Water Supply & Sanitation,56.60260730321752
2015,crs_bilateral_flow_disbursement_gross,812,Montreal Protocol,constant,USD,Environment Protection,51.35425164130544
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Administrative Costs of Donors,46.61653001486311
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Agriculture and Forestry & Fishing,45.3145928403666
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Banking & Financial Services and Business,8.427502750106058
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Civil society,3.3655668639454253
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Conflict Peace and Security,10.986772891076672
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Education,86.09473909115678
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Energy,29.11324442093666
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Environment Protection,9.426044505627987
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,General Budget Support,16.433329165324746
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Government,27.132606042597793
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Health,17.537952673717
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Humanitarian,25.49847788561928
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,"Industry, Mining, Construction",3.325018959086516
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Multi-sector,13.77447829436804
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Refugees in Donor Countries,19.390597582354886
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,"Social infrastructure, protection and services",7.211419338177486
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Trade Policies & Regulations,24.024196697796878
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Transport & Storage and communications,13.844226694891836
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Unallocated/ Unspecificed,0.3900799906241915
2015,crs_bilateral_flow_disbursement_gross,820,New Zealand,constant,USD,Water Supply & Sanitation,10.248889921543466
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Action Relating to Debt,606.3313363708658
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Agriculture and Forestry & Fishing,1448.4004794886634
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Banking & Financial Services and Business,1038.3491822283097
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Civil society,79.6698314573654
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Conflict Peace and Security,26.226485779698805
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Education,1568.1195204909302
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Energy,1573.751653010922
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Environment Protection,123.7508101021847
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,General Budget Support,11.638829421403523
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Government,1761.0223944469378
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Health,1349.9168683383923
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Humanitarian,453.00828573053013
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,"Industry, Mining, Construction",391.96122075632445
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Multi-sector,859.1699894106403
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Other,18.105948356506524
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,"Social infrastructure, protection and services",1030.109459663756
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Trade Policies & Regulations,194.02742418030246
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Transport & Storage and communications,1790.1576930897302
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Unallocated/ Unspecificed,0.036705926260620476
2015,crs_bilateral_flow_disbursement_gross,905,International Development Association,constant,USD,Water Supply & Sanitation,976.4565964637627
2015,crs_bilateral_flow_disbursement_gross,906,Caribbean Development Bank,constant,USD,Unallocated/ Unspecificed,64.78770688747134
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Administrative Costs of Donors,896.7596649519966
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Agriculture and Forestry & Fishing,44.1774534326934
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Banking & Financial Services and Business,32.22641333602928
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Civil society,4.5081049331248
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Conflict Peace and Security,25.914472368890422
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Education,43.45646319688699
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Energy,219.957358000913
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Environment Protection,67.10543269135658
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Government,100.59300075113542
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Health,98.21111184990806
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Humanitarian,170.78135939355465
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,"Industry, Mining, Construction",27.524535758234958
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Multi-sector,28.38525498102662
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,"Social infrastructure, protection and services",330.57669865808595
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Trade Policies & Regulations,29.465754012475166
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Transport & Storage and communications,230.2139077900923
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Unallocated/ Unspecificed,9.7800427667065
2015,crs_bilateral_flow_disbursement_gross,909,Inter-American Development Bank,constant,USD,Water Supply & Sanitation,50.52416509379444
2015,crs_bilateral_flow_disbursement_gross,913,African Development Bank,constant,USD,Action Relating to Debt,124.76019756601742
2015,crs_bilateral_flow_disbursement_gross,913,African Development Bank,constant,USD,Agriculture and Forestry & Fishing,2.633582470400554
2015,crs_bilateral_flow_disbursement_gross,913,African Development Bank,constant,USD,Banking & Financial Services and Business,0.5455042325979168
2015,crs_bilateral_flow_disbursement_gross,913,African Development Bank,constant,USD,Education,0.1657361509726073
2015,crs_bilateral_flow_disbursement_gross,913,African Development Bank,constant,USD,Energy,1.5633888060245926
